cup_game_date,cup_stage,cup_round,cup_section,cup_leg_no,decider,cup_outcome,agg_outcome,agg_score,agg_gf,agg_ga,gg_outcome,away_goal_outcome,pens_outcome,pens_score,pens_gf,pens_ga,game_length,outcome_desc,is_qualifying_round,is_group_stage,is_multi_leg,is_replay,is_extra_time,is_golden_goal,is_pen_shootout,is_play_off
2000-01-12,Semi-Final 1st Leg,SF,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
2000-01-26,Semi-Final 2nd Leg,SF,,2.0,agg,W,W,4,4.0,0.0,,,,,,,90,Won 4-0 on agg,0,0,1,0,0,0,0,0
2000-01-29,5th Round,5,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2000-02-20,Quarter-Final,QF,,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2000-02-27,Final,F,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2000-08-22,1st Round 1st Leg,1,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
2000-09-06,1st Round 2nd Leg,1,,2.0,agg,W,W,5-1,5.0,1.0,,,,,,,90,Won 5-1 on agg,0,0,1,0,0,0,0,0
2000-09-19,2nd Round 1st Leg,2,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
2000-09-26,2nd Round 2nd Leg,2,,2.0,agg,W,W,2-1,2.0,1.0,,,,,,,90,Won 2-1 on agg,0,0,1,0,0,0,0,0
2000-10-31,3rd Round,3,,,,,,,,,,,,,,,120,,0,0,0,0,1,0,0,0
2000-11-28,4th Round,4,,,pens,L,,,,,,,L,5-6,5.0,6.0,120,Lost 5-6 on pens,0,0,0,0,1,0,1,0
2001-01-06,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-01-27,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-02-17,5th Round,5,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-02-20,5th Round Replay,5,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2001-03-11,Quarter-Final,QF,,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2001-08-21,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-09-11,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-10-09,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-10-30,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-11-17,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2001-12-08,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-01-08,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-01-27,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-02-17,5th Round,5,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-09-10,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-10-02,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-10-22,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-11-12,2nd Round - Northern Section,2,Northern,,golden_goal,W,,,,,W,,,,,,116,Won on golden goal,0,0,0,0,1,1,0,0
2002-11-16,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2002-11-26,1st Round Replay,1,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2002-12-10,Quarter-Final - Northern Section,QF,Northern,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2003-08-12,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2003-09-23,2nd Round,2,,,pens,L,,,,,,,L,1-4,1.0,4.0,120,Lost 1-4 on pens,0,0,0,0,1,0,1,0
2003-10-14,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2003-11-08,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2003-12-06,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-01-03,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-01-13,3rd Round Replay,3,,,,,,,,,,,,,,,120,,0,0,0,1,1,0,0,0
2004-01-24,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-02-14,5th Round,5,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-03-07,Quarter-Final,QF,,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2004-03-16,Quarter-Final Replay,QF,,,,,,,,,,,,,,,90,,1,0,0,1,0,0,0,0
2004-08-24,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-09-21,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-11-02,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-11-13,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2004-11-30,Quarter-Final - Northern Section,QF,Northern,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2005-01-25,Semi-Final - Northern Section,SF,Northern,,pens,L,,,,,,,L,4-5,4.0,5.0,120,Lost 4-5 on pens,0,0,0,0,1,0,1,0
2005-05-13,Semi-Final 1st Leg,SF,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,1
2005-05-17,Semi-Final 2nd Leg,SF,,2.0,pens,L,D,2-2,2.0,2.0,,,L,5-6,5.0,6.0,120,2-2 on agg. Lost5-6 on pens,0,0,1,0,1,0,1,1
2005-08-23,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2005-10-18,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2005-11-06,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2005-11-22,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2005-12-20,Quarter-Final - Northern Section,QF,Northern,,pens,L,,,,,,,L,10-11,10.0,11.0,120,Lost 10-11 on pens,1,0,0,0,1,0,1,0
2006-08-22,1st Round,1,,,,,,,,,,,,,,,120,,0,0,0,0,1,0,0,0
2006-10-17,,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2006-10-31,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2006-11-11,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2006-12-02,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2007-08-14,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2007-09-04,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2007-11-10,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2007-12-01,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2008-01-05,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2008-01-16,3rd Round Replay,3,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2008-08-12,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2008-09-02,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2008-10-06,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2008-11-04,Quarter-Final - Northern Section,QF,Northern,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2008-11-08,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2008-11-13,1st Round Replay,1,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2008-11-29,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2008-12-09,2nd Round Replay,2,,,,,,,,,,,,,,,120,,0,0,0,1,1,0,0,0
2008-12-16,Semi-Final - Northern Section,SF,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2009-08-11,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2009-08-25,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2009-10-06,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2009-11-07,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2009-11-17,1st Round Replay,1,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2009-11-28,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2009-12-08,2nd Round Replay,2,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2010-01-03,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2010-08-10,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2010-08-24,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2010-08-31,1st Round - Northern Section,1,Northern,,pens,L,,,,,,,L,3-5,3.0,5.0,90,Lost 3-5 on pens,0,0,0,0,0,0,1,0
2010-10-26,2nd Round - Northern Section,2,Northern,,pens,W,,,,,,,W,4-3,4.0,3.0,90,Won 4-3 on pens,0,0,0,0,0,0,1,0
2010-11-06,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2010-11-09,Quarter-Final - Northern Section,QF,Northern,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2010-12-14,Semi-Final - Northern Section,SF,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2011-08-09,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2011-08-30,1st Round - Northern Section,1,Northern,,pens,W,,,,,,,W,4-2,4.0,2.0,90,Won 4-2 on pens,0,0,0,0,0,0,1,0
2011-10-12,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2011-11-09,Quarter-Final - Northern Section,QF,Northern,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2011-11-12,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2012-08-14,1st Round,1,,,,,,,,,,,,,,,120,,0,0,0,0,1,0,0,0
2012-08-28,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2012-09-04,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2012-11-13,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2012-12-01,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2013-01-05,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2013-08-06,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2013-08-27,2nd Round,2,,,pens,W,,,,,,,W,4-2,4.0,2.0,120,Won 4-2 on pens,0,0,0,0,1,0,1,0
2013-09-03,1st Round - Northern Section,1,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2013-09-25,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2013-11-09,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2013-12-07,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2014-08-12,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2014-10-07,2nd Round - Northern Section,2,Northern,,pens,W,,,,,,,W,5-4,5.0,4.0,120,Won 5-4 on pens,0,0,0,0,1,0,1,0
2014-11-08,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2014-11-11,Quarter-Final - Northern Section,QF,Northern,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2014-12-06,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2014-12-09,Semi-Final - Northern Section,SF,Northern,,pens,L,,,,,,,L,4-5,4.0,5.0,120,Lost 4-5 on pens,0,0,0,0,1,0,1,0
2014-12-16,2nd Round Replay,2,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2015-01-03,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2015-10-24,Qualifying Round,Q,,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2015-10-27,Qualifying Round Replay,Q,,,,,,,,,,,,,,,90,,1,0,0,1,0,0,0,0
2015-12-12,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2016-10-15,Qualifying Round,Q,,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2016-12-10,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2017-01-14,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2017-02-04,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2017-02-08,3rd Round Replay,3,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2017-02-25,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2017-03-11,Semi-Final 1st Leg,SF,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,0
2017-03-18,Semi-Final 2nd Leg,SF,,2.0,agg,L,L,1-2,1.0,2.0,,,,,,,90,Lost 1-2 on agg,0,0,1,0,0,0,0,0
2017-05-03,Semi-Final 1st Leg,SF,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,1
2017-05-06,Semi-Final 2nd Leg,SF,,2.0,agg,W,W,5-2,5.0,2.0,,,,,,,90,Won 5-2 on agg,0,0,1,0,0,0,0,1
2017-05-14,Final,F,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,1
2017-10-14,Qualifying Round,Q,,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2017-11-04,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2017-11-15,1st Round Replay,1,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2017-12-18,,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2018-05-05,Semi-Final,SF,,,,,,,,,,,,,,,120,,0,0,0,0,1,0,0,1
2018-05-12,Final,F,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,1
2018-08-14,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2018-09-04,Group D – North,G,Group D – North,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
2018-10-09,Group D – North,G,Group D – North,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
2018-10-30,Group D – North,G,Group D – North,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
2018-11-10,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2018-11-20,1st Round Replay,1,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2018-12-02,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2018-12-17,2nd Round Replay,2,,,,,,,,,,,,,,,90,,0,0,0,1,0,0,0,0
2019-01-04,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2019-05-10,Semi-Final 1st Leg,SF,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,1
2019-05-13,Semi-Final 2nd Leg,SF,,2.0,agg,W,W,2-1,2.0,1.0,,,,,,,90,Won 1-2 on agg,0,0,1,0,0,0,0,1
2019-05-25,Final,F,,,,,,,,,,,,,,,120,,0,0,0,0,1,0,0,1
2019-08-13,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2019-10-08,Group C – North,G,Group C – North,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
2019-11-09,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2019-11-12,Group C – North,G,Group C – North,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
2019-11-20,1st Round Replay,1,,,,,,,,,,,,,,,120,,0,0,0,1,1,0,0,0
2019-12-01,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2019-12-04,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2020-01-04,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2020-01-07,Quarter-Final - Northern Section,QF,Northern,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2020-01-23,3rd Round Replay,3,,,,,,,,,,,,,,,120,,0,0,0,1,1,0,0,0
2020-01-26,4th Round,4,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2020-09-05,1st Round,1,,,pens,L,,,,,,,L,7-8,7.0,8.0,90,Lost 7-8 on pens,0,0,0,0,0,0,1,0
2020-09-08,Group D – North,G,Group D – North,,pens,L,,,,,,,L,3-4,3.0,4.0,90,Lost 3-4 on pens,0,1,0,0,0,0,1,0
2020-09-29,Group D – North,G,Group D – North,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
2020-11-07,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2020-11-11,Group D – North,G,Group D – North,,pens,W,,,,,,,W,3-1,3.0,1.0,90,Won 3-1 on pens,0,1,0,0,0,0,1,0
2020-11-27,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2020-12-08,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2021-01-10,3rd Round,3,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2021-01-13,3rd Round – Northern Section,3,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2021-02-02,Quarter-Final,QF,,,,,,,,,,,,,,,90,,1,0,0,0,0,0,0,0
2021-02-16,Semi-Final,SF,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2021-03-14,Final,F,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2021-05-20,Semi-Final 1st Leg,SF,,1.0,,,,,,,,,,,,,90,,0,0,1,0,0,0,0,1
2021-05-23,Semi-Final 2nd Leg,SF,,2.0,agg,L,L,2-3,2.0,3.0,,,,,,,90,Lost 2-3 on agg,0,0,1,0,0,0,0,1
2021-08-10,1st Round,1,,,pens,L,,,,,,,L,3-4,3.0,4.0,90,Lost 3-4 on pens,0,0,0,0,0,0,1,0
2021-09-14,Group B – North,G,Group B – North,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
2021-10-05,Group B – North,G,Group B – North,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
2021-11-06,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2021-11-09,Group B – North,G,Group B – North,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
2021-12-04,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2021-12-21,2nd Round - Northern Section,2,Northern,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2022-08-09,1st Round,1,,,pens,W,,,,,,,W,12-11,12.0,11.0,90,Won 12-11 on pens,0,0,0,0,0,0,1,0
2022-08-24,2nd Round,2,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2022-09-20,Group B - North,G,,,pens,W,,,,,,,W,5-4,5.0,4.0,90,Won 5-4 on pens,0,1,0,0,0,0,1,0
2022-10-04,Group B - North,G,,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
2022-10-18,Group B - North,G,,,,,,,,,,,,,,,90,,0,1,0,0,0,0,0,0
2022-11-05,1st Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2022-11-22,2nd Round - Northern Section,2,Northern,,pens,L,,,,,,,L,4-5,4.0,5.0,90,Lost 4-5 on pens,0,0,0,0,0,0,1,0
2023-08-08,First Round North,1,North,,pens,W,,,,,,,W,7-6,7.0,6.0,90,Won 7-6 on pens,0,0,0,0,0,0,1,0
2023-08-29,Second Round North,2,North,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2023-09-05,,,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2023-10-10,,,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2023-11-04,First Round,1,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2023-11-14,,,,,pens,L,,,,,,,L,5-6,5.0,6.0,90,Lost 5-6 on pens,0,0,0,0,0,0,1,0
2024-08-13,,,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2024-08-20,,,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
2024-08-27,,,,,,,,,,,,,,,,,90,,0,0,0,0,0,0,0,0
